original_smiles,fragment_smiles,fragment
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*CC[C@@H](N)C(=O)[O-],*CC[C@@H](N)C(=O)[O-]
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*CC[C@@H](N)C(=O)[O-],*CC[C@@H](N)C(=O)[O-]
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
COCCOCCO,*CCO,*CCO
COCCOCCO,*CCOC,*CCOC
COCCOCCO,*CCO,*CCO
COCCOCCO,*CCOC,*CCOC
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,*c1ccc(N(C)C)cc1,*c1ccc(N(C)C)cc1
Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,*c1sc2cc(C)ccc2[n+]1C,*c1sc2cc(C)ccc2[n+]1C
OCCOCCOCCOCCOCCOCCO,*CCO,*CCO
OCCOCCOCCOCCOCCOCCO,*CCOCCOCCOCCOCCO,*CCOCCOCCOCCOCCO
OCCOCCOCCOCCOCCOCCO,*CCOCCO,*CCOCCO
OCCOCCOCCOCCOCCOCCO,*CCOCCOCCOCCO,*CCOCCOCCOCCO
OCCOCCOCCOCCOCCOCCO,*CCOCCOCCO,*CCOCCOCCO
OCCOCCO,*CCO,*CCO
